Fields,BoundingBox,X,Y,id,left,top,right,bottom
256,"[-93.5391933597029,44.0650469916904;-93.5391547797029,44.0650855716904]","[-93.5391933597029,-93.5391547797029,-93.5391547797029,-93.5391933597029,-93.5391933597029,NaN]","[44.0650855716904,44.0650855716904,44.0650469916904,44.0650469916904,44.0650855716904,NaN]",268,-93.53918455,44.06508717,-93.53914597,44.06504859
257,"[-93.5391933597029,44.0650084116904;-93.5391547797029,44.0650469916904]","[-93.5391933597029,-93.5391547797029,-93.5391547797029,-93.5391933597029,-93.5391933597029,NaN]","[44.0650469916904,44.0650469916904,44.0650084116904,44.0650084116904,44.0650469916904,NaN]",269,-93.53918455,44.06504859,-93.53914597,44.06501001
258,"[-93.5391933597029,44.0649698316904;-93.5391547797029,44.0650084116904]","[-93.5391933597029,-93.5391547797029,-93.5391547797029,-93.5391933597029,-93.5391933597029,NaN]","[44.0650084116904,44.0650084116904,44.0649698316904,44.0649698316904,44.0650084116904,NaN]",270,-93.53918455,44.06501001,-93.53914597,44.06497143
259,"[-93.5391933597029,44.0649312516904;-93.5391547797029,44.0649698316904]","[-93.5391933597029,-93.5391547797029,-93.5391547797029,-93.5391933597029,-93.5391933597029,NaN]","[44.0649698316904,44.0649698316904,44.0649312516904,44.0649312516904,44.0649698316904,NaN]",271,-93.53918455,44.06497143,-93.53914597,44.06493285
260,"[-93.5391933597029,44.0648926716904;-93.5391547797029,44.0649312516904]","[-93.5391933597029,-93.5391547797029,-93.5391547797029,-93.5391933597029,-93.5391933597029,NaN]","[44.0649312516904,44.0649312516904,44.0648926716904,44.0648926716904,44.0649312516904,NaN]",272,-93.53918455,44.06493285,-93.53914597,44.06489427
261,"[-93.5391547797029,44.0656256916904;-93.5391161997029,44.0656642716904]","[-93.5391547797029,-93.5391161997029,-93.5391161997029,-93.5391547797029,-93.5391547797029,NaN]","[44.0656642716904,44.0656642716904,44.0656256916904,44.0656256916904,44.0656642716904,NaN]",274,-93.53914597,44.06566587,-93.53910739,44.06562729
262,"[-93.5391547797029,44.0655871116904;-93.5391161997029,44.0656256916904]","[-93.5391547797029,-93.5391161997029,-93.5391161997029,-93.5391547797029,-93.5391547797029,NaN]","[44.0656256916904,44.0656256916904,44.0655871116904,44.0655871116904,44.0656256916904,NaN]",275,-93.53914597,44.06562729,-93.53910739,44.06558871
263,"[-93.5391547797029,44.0655485316904;-93.5391161997029,44.0655871116904]","[-93.5391547797029,-93.5391161997029,-93.5391161997029,-93.5391547797029,-93.5391547797029,NaN]","[44.0655871116904,44.0655871116904,44.0655485316904,44.0655485316904,44.0655871116904,NaN]",276,-93.53914597,44.06558871,-93.53910739,44.06555013
264,"[-93.5391547797029,44.0655099516904;-93.5391161997029,44.0655485316904]","[-93.5391547797029,-93.5391161997029,-93.5391161997029,-93.5391547797029,-93.5391547797029,NaN]","[44.0655485316904,44.0655485316904,44.0655099516904,44.0655099516904,44.0655485316904,NaN]",277,-93.53914597,44.06555013,-93.53910739,44.06551155
265,"[-93.5391547797029,44.0654713716904;-93.5391161997029,44.0655099516904]","[-93.5391547797029,-93.5391161997029,-93.5391161997029,-93.5391547797029,-93.5391547797029,NaN]","[44.0655099516904,44.0655099516904,44.0654713716904,44.0654713716904,44.0655099516904,NaN]",278,-93.53914597,44.06551155,-93.53910739,44.06547297
266,"[-93.5391547797029,44.0654327916904;-93.5391161997029,44.0654713716904]","[-93.5391547797029,-93.5391161997029,-93.5391161997029,-93.5391547797029,-93.5391547797029,NaN]","[44.0654713716904,44.0654713716904,44.0654327916904,44.0654327916904,44.0654713716904,NaN]",279,-93.53914597,44.06547297,-93.53910739,44.06543439
267,"[-93.5391547797029,44.0653942116904;-93.5391161997029,44.0654327916904]","[-93.5391547797029,-93.5391161997029,-93.5391161997029,-93.5391547797029,-93.5391547797029,NaN]","[44.0654327916904,44.0654327916904,44.0653942116904,44.0653942116904,44.0654327916904,NaN]",280,-93.53914597,44.06543439,-93.53910739,44.06539581
268,"[-93.5391547797029,44.0653556316904;-93.5391161997029,44.0653942116904]","[-93.5391547797029,-93.5391161997029,-93.5391161997029,-93.5391547797029,-93.5391547797029,NaN]","[44.0653942116904,44.0653942116904,44.0653556316904,44.0653556316904,44.0653942116904,NaN]",281,-93.53914597,44.06539581,-93.53910739,44.06535723
269,"[-93.5391547797029,44.0653170516904;-93.5391161997029,44.0653556316904]","[-93.5391547797029,-93.5391161997029,-93.5391161997029,-93.5391547797029,-93.5391547797029,NaN]","[44.0653556316904,44.0653556316904,44.0653170516904,44.0653170516904,44.0653556316904,NaN]",282,-93.53914597,44.06535723,-93.53910739,44.06531865
270,"[-93.5391547797029,44.0652784716904;-93.5391161997029,44.0653170516904]","[-93.5391547797029,-93.5391161997029,-93.5391161997029,-93.5391547797029,-93.5391547797029,NaN]","[44.0653170516904,44.0653170516904,44.0652784716904,44.0652784716904,44.0653170516904,NaN]",283,-93.53914597,44.06531865,-93.53910739,44.06528007
271,"[-93.5391547797029,44.0652398916904;-93.5391161997029,44.0652784716904]","[-93.5391547797029,-93.5391161997029,-93.5391161997029,-93.5391547797029,-93.5391547797029,NaN]","[44.0652784716904,44.0652784716904,44.0652398916904,44.0652398916904,44.0652784716904,NaN]",284,-93.53914597,44.06528007,-93.53910739,44.06524149
272,"[-93.5391547797029,44.0652013116904;-93.5391161997029,44.0652398916904]","[-93.5391547797029,-93.5391161997029,-93.5391161997029,-93.5391547797029,-93.5391547797029,NaN]","[44.0652398916904,44.0652398916904,44.0652013116904,44.0652013116904,44.0652398916904,NaN]",285,-93.53914597,44.06524149,-93.53910739,44.06520291
273,"[-93.5391547797029,44.0651627316904;-93.5391161997029,44.0652013116904]","[-93.5391547797029,-93.5391161997029,-93.5391161997029,-93.5391547797029,-93.5391547797029,NaN]","[44.0652013116904,44.0652013116904,44.0651627316904,44.0651627316904,44.0652013116904,NaN]",286,-93.53914597,44.06520291,-93.53910739,44.06516433
274,"[-93.5391547797029,44.0651241516904;-93.5391161997029,44.0651627316904]","[-93.5391547797029,-93.5391161997029,-93.5391161997029,-93.5391547797029,-93.5391547797029,NaN]","[44.0651627316904,44.0651627316904,44.0651241516904,44.0651241516904,44.0651627316904,NaN]",287,-93.53914597,44.06516433,-93.53910739,44.06512575
275,"[-93.5391547797029,44.0650855716904;-93.5391161997029,44.0651241516904]","[-93.5391547797029,-93.5391161997029,-93.5391161997029,-93.5391547797029,-93.5391547797029,NaN]","[44.0651241516904,44.0651241516904,44.0650855716904,44.0650855716904,44.0651241516904,NaN]",288,-93.53914597,44.06512575,-93.53910739,44.06508717
276,"[-93.5391547797029,44.0650469916904;-93.5391161997029,44.0650855716904]","[-93.5391547797029,-93.5391161997029,-93.5391161997029,-93.5391547797029,-93.5391547797029,NaN]","[44.0650855716904,44.0650855716904,44.0650469916904,44.0650469916904,44.0650855716904,NaN]",289,-93.53914597,44.06508717,-93.53910739,44.06504859
277,"[-93.5391547797029,44.0650084116904;-93.5391161997029,44.0650469916904]","[-93.5391547797029,-93.5391161997029,-93.5391161997029,-93.5391547797029,-93.5391547797029,NaN]","[44.0650469916904,44.0650469916904,44.0650084116904,44.0650084116904,44.0650469916904,NaN]",290,-93.53914597,44.06504859,-93.53910739,44.06501001
278,"[-93.5391547797029,44.0649698316904;-93.5391161997029,44.0650084116904]","[-93.5391547797029,-93.5391161997029,-93.5391161997029,-93.5391547797029,-93.5391547797029,NaN]","[44.0650084116904,44.0650084116904,44.0649698316904,44.0649698316904,44.0650084116904,NaN]",291,-93.53914597,44.06501001,-93.53910739,44.06497143
279,"[-93.5391547797029,44.0649312516904;-93.5391161997029,44.0649698316904]","[-93.5391547797029,-93.5391161997029,-93.5391161997029,-93.5391547797029,-93.5391547797029,NaN]","[44.0649698316904,44.0649698316904,44.0649312516904,44.0649312516904,44.0649698316904,NaN]",292,-93.53914597,44.06497143,-93.53910739,44.06493285
280,"[-93.5391547797029,44.0648926716904;-93.5391161997029,44.0649312516904]","[-93.5391547797029,-93.5391161997029,-93.5391161997029,-93.5391547797029,-93.5391547797029,NaN]","[44.0649312516904,44.0649312516904,44.0648926716904,44.0648926716904,44.0649312516904,NaN]",293,-93.53914597,44.06493285,-93.53910739,44.06489427
281,"[-93.5391161997029,44.0656256916904;-93.5390776197029,44.0656642716904]","[-93.5391161997029,-93.5390776197029,-93.5390776197029,-93.5391161997029,-93.5391161997029,NaN]","[44.0656642716904,44.0656642716904,44.0656256916904,44.0656256916904,44.0656642716904,NaN]",295,-93.53910739,44.06566587,-93.53906881,44.06562729
282,"[-93.5391161997029,44.0655871116904;-93.5390776197029,44.0656256916904]","[-93.5391161997029,-93.5390776197029,-93.5390776197029,-93.5391161997029,-93.5391161997029,NaN]","[44.0656256916904,44.0656256916904,44.0655871116904,44.0655871116904,44.0656256916904,NaN]",296,-93.53910739,44.06562729,-93.53906881,44.06558871
283,"[-93.5391161997029,44.0655485316904;-93.5390776197029,44.0655871116904]","[-93.5391161997029,-93.5390776197029,-93.5390776197029,-93.5391161997029,-93.5391161997029,NaN]","[44.0655871116904,44.0655871116904,44.0655485316904,44.0655485316904,44.0655871116904,NaN]",297,-93.53910739,44.06558871,-93.53906881,44.06555013
284,"[-93.5391161997029,44.0655099516904;-93.5390776197029,44.0655485316904]","[-93.5391161997029,-93.5390776197029,-93.5390776197029,-93.5391161997029,-93.5391161997029,NaN]","[44.0655485316904,44.0655485316904,44.0655099516904,44.0655099516904,44.0655485316904,NaN]",298,-93.53910739,44.06555013,-93.53906881,44.06551155
285,"[-93.5391161997029,44.0654713716904;-93.5390776197029,44.0655099516904]","[-93.5391161997029,-93.5390776197029,-93.5390776197029,-93.5391161997029,-93.5391161997029,NaN]","[44.0655099516904,44.0655099516904,44.0654713716904,44.0654713716904,44.0655099516904,NaN]",299,-93.53910739,44.06551155,-93.53906881,44.06547297
286,"[-93.5391161997029,44.0654327916904;-93.5390776197029,44.0654713716904]","[-93.5391161997029,-93.5390776197029,-93.5390776197029,-93.5391161997029,-93.5391161997029,NaN]","[44.0654713716904,44.0654713716904,44.0654327916904,44.0654327916904,44.0654713716904,NaN]",300,-93.53910739,44.06547297,-93.53906881,44.06543439
287,"[-93.5391161997029,44.0653942116904;-93.5390776197029,44.0654327916904]","[-93.5391161997029,-93.5390776197029,-93.5390776197029,-93.5391161997029,-93.5391161997029,NaN]","[44.0654327916904,44.0654327916904,44.0653942116904,44.0653942116904,44.0654327916904,NaN]",301,-93.53910739,44.06543439,-93.53906881,44.06539581
288,"[-93.5391161997029,44.0653556316904;-93.5390776197029,44.0653942116904]","[-93.5391161997029,-93.5390776197029,-93.5390776197029,-93.5391161997029,-93.5391161997029,NaN]","[44.0653942116904,44.0653942116904,44.0653556316904,44.0653556316904,44.0653942116904,NaN]",302,-93.53910739,44.06539581,-93.53906881,44.06535723
289,"[-93.5391161997029,44.0653170516904;-93.5390776197029,44.0653556316904]","[-93.5391161997029,-93.5390776197029,-93.5390776197029,-93.5391161997029,-93.5391161997029,NaN]","[44.0653556316904,44.0653556316904,44.0653170516904,44.0653170516904,44.0653556316904,NaN]",303,-93.53910739,44.06535723,-93.53906881,44.06531865
290,"[-93.5391161997029,44.0652784716904;-93.5390776197029,44.0653170516904]","[-93.5391161997029,-93.5390776197029,-93.5390776197029,-93.5391161997029,-93.5391161997029,NaN]","[44.0653170516904,44.0653170516904,44.0652784716904,44.0652784716904,44.0653170516904,NaN]",304,-93.53910739,44.06531865,-93.53906881,44.06528007
291,"[-93.5391161997029,44.0652398916904;-93.5390776197029,44.0652784716904]","[-93.5391161997029,-93.5390776197029,-93.5390776197029,-93.5391161997029,-93.5391161997029,NaN]","[44.0652784716904,44.0652784716904,44.0652398916904,44.0652398916904,44.0652784716904,NaN]",305,-93.53910739,44.06528007,-93.53906881,44.06524149
292,"[-93.5391161997029,44.0652013116904;-93.5390776197029,44.0652398916904]","[-93.5391161997029,-93.5390776197029,-93.5390776197029,-93.5391161997029,-93.5391161997029,NaN]","[44.0652398916904,44.0652398916904,44.0652013116904,44.0652013116904,44.0652398916904,NaN]",306,-93.53910739,44.06524149,-93.53906881,44.06520291
293,"[-93.5391161997029,44.0651627316904;-93.5390776197029,44.0652013116904]","[-93.5391161997029,-93.5390776197029,-93.5390776197029,-93.5391161997029,-93.5391161997029,NaN]","[44.0652013116904,44.0652013116904,44.0651627316904,44.0651627316904,44.0652013116904,NaN]",307,-93.53910739,44.06520291,-93.53906881,44.06516433
294,"[-93.5391161997029,44.0651241516904;-93.5390776197029,44.0651627316904]","[-93.5391161997029,-93.5390776197029,-93.5390776197029,-93.5391161997029,-93.5391161997029,NaN]","[44.0651627316904,44.0651627316904,44.0651241516904,44.0651241516904,44.0651627316904,NaN]",308,-93.53910739,44.06516433,-93.53906881,44.06512575
295,"[-93.5391161997029,44.0650855716904;-93.5390776197029,44.0651241516904]","[-93.5391161997029,-93.5390776197029,-93.5390776197029,-93.5391161997029,-93.5391161997029,NaN]","[44.0651241516904,44.0651241516904,44.0650855716904,44.0650855716904,44.0651241516904,NaN]",309,-93.53910739,44.06512575,-93.53906881,44.06508717
296,"[-93.5391161997029,44.0650469916904;-93.5390776197029,44.0650855716904]","[-93.5391161997029,-93.5390776197029,-93.5390776197029,-93.5391161997029,-93.5391161997029,NaN]","[44.0650855716904,44.0650855716904,44.0650469916904,44.0650469916904,44.0650855716904,NaN]",310,-93.53910739,44.06508717,-93.53906881,44.06504859
297,"[-93.5391161997029,44.0650084116904;-93.5390776197029,44.0650469916904]","[-93.5391161997029,-93.5390776197029,-93.5390776197029,-93.5391161997029,-93.5391161997029,NaN]","[44.0650469916904,44.0650469916904,44.0650084116904,44.0650084116904,44.0650469916904,NaN]",311,-93.53910739,44.06504859,-93.53906881,44.06501001
298,"[-93.5391161997029,44.0649698316904;-93.5390776197029,44.0650084116904]","[-93.5391161997029,-93.5390776197029,-93.5390776197029,-93.5391161997029,-93.5391161997029,NaN]","[44.0650084116904,44.0650084116904,44.0649698316904,44.0649698316904,44.0650084116904,NaN]",312,-93.53910739,44.06501001,-93.53906881,44.06497143
299,"[-93.5391161997029,44.0649312516904;-93.5390776197029,44.0649698316904]","[-93.5391161997029,-93.5390776197029,-93.5390776197029,-93.5391161997029,-93.5391161997029,NaN]","[44.0649698316904,44.0649698316904,44.0649312516904,44.0649312516904,44.0649698316904,NaN]",313,-93.53910739,44.06497143,-93.53906881,44.06493285
300,"[-93.5391161997029,44.0648926716904;-93.5390776197029,44.0649312516904]","[-93.5391161997029,-93.5390776197029,-93.5390776197029,-93.5391161997029,-93.5391161997029,NaN]","[44.0649312516904,44.0649312516904,44.0648926716904,44.0648926716904,44.0649312516904,NaN]",314,-93.53910739,44.06493285,-93.53906881,44.06489427
301,"[-93.5390776197029,44.0656256916904;-93.5390390397029,44.0656642716904]","[-93.5390776197029,-93.5390390397029,-93.5390390397029,-93.5390776197029,-93.5390776197029,NaN]","[44.0656642716904,44.0656642716904,44.0656256916904,44.0656256916904,44.0656642716904,NaN]",316,-93.53906881,44.06566587,-93.53903023,44.06562729
302,"[-93.5390776197029,44.0655871116904;-93.5390390397029,44.0656256916904]","[-93.5390776197029,-93.5390390397029,-93.5390390397029,-93.5390776197029,-93.5390776197029,NaN]","[44.0656256916904,44.0656256916904,44.0655871116904,44.0655871116904,44.0656256916904,NaN]",317,-93.53906881,44.06562729,-93.53903023,44.06558871
303,"[-93.5390776197029,44.0655485316904;-93.5390390397029,44.0655871116904]","[-93.5390776197029,-93.5390390397029,-93.5390390397029,-93.5390776197029,-93.5390776197029,NaN]","[44.0655871116904,44.0655871116904,44.0655485316904,44.0655485316904,44.0655871116904,NaN]",318,-93.53906881,44.06558871,-93.53903023,44.06555013
304,"[-93.5390776197029,44.0655099516904;-93.5390390397029,44.0655485316904]","[-93.5390776197029,-93.5390390397029,-93.5390390397029,-93.5390776197029,-93.5390776197029,NaN]","[44.0655485316904,44.0655485316904,44.0655099516904,44.0655099516904,44.0655485316904,NaN]",319,-93.53906881,44.06555013,-93.53903023,44.06551155
305,"[-93.5390776197029,44.0654713716904;-93.5390390397029,44.0655099516904]","[-93.5390776197029,-93.5390390397029,-93.5390390397029,-93.5390776197029,-93.5390776197029,NaN]","[44.0655099516904,44.0655099516904,44.0654713716904,44.0654713716904,44.0655099516904,NaN]",320,-93.53906881,44.06551155,-93.53903023,44.06547297
306,"[-93.5390776197029,44.0654327916904;-93.5390390397029,44.0654713716904]","[-93.5390776197029,-93.5390390397029,-93.5390390397029,-93.5390776197029,-93.5390776197029,NaN]","[44.0654713716904,44.0654713716904,44.0654327916904,44.0654327916904,44.0654713716904,NaN]",321,-93.53906881,44.06547297,-93.53903023,44.06543439
307,"[-93.5390776197029,44.0653942116904;-93.5390390397029,44.0654327916904]","[-93.5390776197029,-93.5390390397029,-93.5390390397029,-93.5390776197029,-93.5390776197029,NaN]","[44.0654327916904,44.0654327916904,44.0653942116904,44.0653942116904,44.0654327916904,NaN]",322,-93.53906881,44.06543439,-93.53903023,44.06539581
308,"[-93.5390776197029,44.0653556316904;-93.5390390397029,44.0653942116904]","[-93.5390776197029,-93.5390390397029,-93.5390390397029,-93.5390776197029,-93.5390776197029,NaN]","[44.0653942116904,44.0653942116904,44.0653556316904,44.0653556316904,44.0653942116904,NaN]",323,-93.53906881,44.06539581,-93.53903023,44.06535723
309,"[-93.5390776197029,44.0653170516904;-93.5390390397029,44.0653556316904]","[-93.5390776197029,-93.5390390397029,-93.5390390397029,-93.5390776197029,-93.5390776197029,NaN]","[44.0653556316904,44.0653556316904,44.0653170516904,44.0653170516904,44.0653556316904,NaN]",324,-93.53906881,44.06535723,-93.53903023,44.06531865
310,"[-93.5390776197029,44.0652784716904;-93.5390390397029,44.0653170516904]","[-93.5390776197029,-93.5390390397029,-93.5390390397029,-93.5390776197029,-93.5390776197029,NaN]","[44.0653170516904,44.0653170516904,44.0652784716904,44.0652784716904,44.0653170516904,NaN]",325,-93.53906881,44.06531865,-93.53903023,44.06528007
311,"[-93.5390776197029,44.0652398916904;-93.5390390397029,44.0652784716904]","[-93.5390776197029,-93.5390390397029,-93.5390390397029,-93.5390776197029,-93.5390776197029,NaN]","[44.0652784716904,44.0652784716904,44.0652398916904,44.0652398916904,44.0652784716904,NaN]",326,-93.53906881,44.06528007,-93.53903023,44.06524149
312,"[-93.5390776197029,44.0652013116904;-93.5390390397029,44.0652398916904]","[-93.5390776197029,-93.5390390397029,-93.5390390397029,-93.5390776197029,-93.5390776197029,NaN]","[44.0652398916904,44.0652398916904,44.0652013116904,44.0652013116904,44.0652398916904,NaN]",327,-93.53906881,44.06524149,-93.53903023,44.06520291
313,"[-93.5390776197029,44.0651627316904;-93.5390390397029,44.0652013116904]","[-93.5390776197029,-93.5390390397029,-93.5390390397029,-93.5390776197029,-93.5390776197029,NaN]","[44.0652013116904,44.0652013116904,44.0651627316904,44.0651627316904,44.0652013116904,NaN]",328,-93.53906881,44.06520291,-93.53903023,44.06516433
314,"[-93.5390776197029,44.0651241516904;-93.5390390397029,44.0651627316904]","[-93.5390776197029,-93.5390390397029,-93.5390390397029,-93.5390776197029,-93.5390776197029,NaN]","[44.0651627316904,44.0651627316904,44.0651241516904,44.0651241516904,44.0651627316904,NaN]",329,-93.53906881,44.06516433,-93.53903023,44.06512575
315,"[-93.5390776197029,44.0650855716904;-93.5390390397029,44.0651241516904]","[-93.5390776197029,-93.5390390397029,-93.5390390397029,-93.5390776197029,-93.5390776197029,NaN]","[44.0651241516904,44.0651241516904,44.0650855716904,44.0650855716904,44.0651241516904,NaN]",330,-93.53906881,44.06512575,-93.53903023,44.06508717
316,"[-93.5390776197029,44.0650469916904;-93.5390390397029,44.0650855716904]","[-93.5390776197029,-93.5390390397029,-93.5390390397029,-93.5390776197029,-93.5390776197029,NaN]","[44.0650855716904,44.0650855716904,44.0650469916904,44.0650469916904,44.0650855716904,NaN]",331,-93.53906881,44.06508717,-93.53903023,44.06504859
317,"[-93.5390776197029,44.0650084116904;-93.5390390397029,44.0650469916904]","[-93.5390776197029,-93.5390390397029,-93.5390390397029,-93.5390776197029,-93.5390776197029,NaN]","[44.0650469916904,44.0650469916904,44.0650084116904,44.0650084116904,44.0650469916904,NaN]",332,-93.53906881,44.06504859,-93.53903023,44.06501001
318,"[-93.5390776197029,44.0649698316904;-93.5390390397029,44.0650084116904]","[-93.5390776197029,-93.5390390397029,-93.5390390397029,-93.5390776197029,-93.5390776197029,NaN]","[44.0650084116904,44.0650084116904,44.0649698316904,44.0649698316904,44.0650084116904,NaN]",333,-93.53906881,44.06501001,-93.53903023,44.06497143
319,"[-93.5390776197029,44.0649312516904;-93.5390390397029,44.0649698316904]","[-93.5390776197029,-93.5390390397029,-93.5390390397029,-93.5390776197029,-93.5390776197029,NaN]","[44.0649698316904,44.0649698316904,44.0649312516904,44.0649312516904,44.0649698316904,NaN]",334,-93.53906881,44.06497143,-93.53903023,44.06493285
320,"[-93.5390776197029,44.0648926716904;-93.5390390397029,44.0649312516904]","[-93.5390776197029,-93.5390390397029,-93.5390390397029,-93.5390776197029,-93.5390776197029,NaN]","[44.0649312516904,44.0649312516904,44.0648926716904,44.0648926716904,44.0649312516904,NaN]",335,-93.53906881,44.06493285,-93.53903023,44.06489427
321,"[-93.5390390397029,44.0656256916904;-93.5390004597029,44.0656642716904]","[-93.5390390397029,-93.5390004597029,-93.5390004597029,-93.5390390397029,-93.5390390397029,NaN]","[44.0656642716904,44.0656642716904,44.0656256916904,44.0656256916904,44.0656642716904,NaN]",337,-93.53903023,44.06566587,-93.53899165,44.06562729
322,"[-93.5390390397029,44.0655871116904;-93.5390004597029,44.0656256916904]","[-93.5390390397029,-93.5390004597029,-93.5390004597029,-93.5390390397029,-93.5390390397029,NaN]","[44.0656256916904,44.0656256916904,44.0655871116904,44.0655871116904,44.0656256916904,NaN]",338,-93.53903023,44.06562729,-93.53899165,44.06558871
323,"[-93.5390390397029,44.0655485316904;-93.5390004597029,44.0655871116904]","[-93.5390390397029,-93.5390004597029,-93.5390004597029,-93.5390390397029,-93.5390390397029,NaN]","[44.0655871116904,44.0655871116904,44.0655485316904,44.0655485316904,44.0655871116904,NaN]",339,-93.53903023,44.06558871,-93.53899165,44.06555013
324,"[-93.5390390397029,44.0655099516904;-93.5390004597029,44.0655485316904]","[-93.5390390397029,-93.5390004597029,-93.5390004597029,-93.5390390397029,-93.5390390397029,NaN]","[44.0655485316904,44.0655485316904,44.0655099516904,44.0655099516904,44.0655485316904,NaN]",340,-93.53903023,44.06555013,-93.53899165,44.06551155
325,"[-93.5390390397029,44.0654713716904;-93.5390004597029,44.0655099516904]","[-93.5390390397029,-93.5390004597029,-93.5390004597029,-93.5390390397029,-93.5390390397029,NaN]","[44.0655099516904,44.0655099516904,44.0654713716904,44.0654713716904,44.0655099516904,NaN]",341,-93.53903023,44.06551155,-93.53899165,44.06547297
326,"[-93.5390390397029,44.0654327916904;-93.5390004597029,44.0654713716904]","[-93.5390390397029,-93.5390004597029,-93.5390004597029,-93.5390390397029,-93.5390390397029,NaN]","[44.0654713716904,44.0654713716904,44.0654327916904,44.0654327916904,44.0654713716904,NaN]",342,-93.53903023,44.06547297,-93.53899165,44.06543439
327,"[-93.5390390397029,44.0653942116904;-93.5390004597029,44.0654327916904]","[-93.5390390397029,-93.5390004597029,-93.5390004597029,-93.5390390397029,-93.5390390397029,NaN]","[44.0654327916904,44.0654327916904,44.0653942116904,44.0653942116904,44.0654327916904,NaN]",343,-93.53903023,44.06543439,-93.53899165,44.06539581
328,"[-93.5390390397029,44.0653556316904;-93.5390004597029,44.0653942116904]","[-93.5390390397029,-93.5390004597029,-93.5390004597029,-93.5390390397029,-93.5390390397029,NaN]","[44.0653942116904,44.0653942116904,44.0653556316904,44.0653556316904,44.0653942116904,NaN]",344,-93.53903023,44.06539581,-93.53899165,44.06535723
329,"[-93.5390390397029,44.0653170516904;-93.5390004597029,44.0653556316904]","[-93.5390390397029,-93.5390004597029,-93.5390004597029,-93.5390390397029,-93.5390390397029,NaN]","[44.0653556316904,44.0653556316904,44.0653170516904,44.0653170516904,44.0653556316904,NaN]",345,-93.53903023,44.06535723,-93.53899165,44.06531865
330,"[-93.5390390397029,44.0652784716904;-93.5390004597029,44.0653170516904]","[-93.5390390397029,-93.5390004597029,-93.5390004597029,-93.5390390397029,-93.5390390397029,NaN]","[44.0653170516904,44.0653170516904,44.0652784716904,44.0652784716904,44.0653170516904,NaN]",346,-93.53903023,44.06531865,-93.53899165,44.06528007
331,"[-93.5390390397029,44.0652398916904;-93.5390004597029,44.0652784716904]","[-93.5390390397029,-93.5390004597029,-93.5390004597029,-93.5390390397029,-93.5390390397029,NaN]","[44.0652784716904,44.0652784716904,44.0652398916904,44.0652398916904,44.0652784716904,NaN]",347,-93.53903023,44.06528007,-93.53899165,44.06524149
332,"[-93.5390390397029,44.0652013116904;-93.5390004597029,44.0652398916904]","[-93.5390390397029,-93.5390004597029,-93.5390004597029,-93.5390390397029,-93.5390390397029,NaN]","[44.0652398916904,44.0652398916904,44.0652013116904,44.0652013116904,44.0652398916904,NaN]",348,-93.53903023,44.06524149,-93.53899165,44.06520291
333,"[-93.5390390397029,44.0651627316904;-93.5390004597029,44.0652013116904]","[-93.5390390397029,-93.5390004597029,-93.5390004597029,-93.5390390397029,-93.5390390397029,NaN]","[44.0652013116904,44.0652013116904,44.0651627316904,44.0651627316904,44.0652013116904,NaN]",349,-93.53903023,44.06520291,-93.53899165,44.06516433
334,"[-93.5390390397029,44.0651241516904;-93.5390004597029,44.0651627316904]","[-93.5390390397029,-93.5390004597029,-93.5390004597029,-93.5390390397029,-93.5390390397029,NaN]","[44.0651627316904,44.0651627316904,44.0651241516904,44.0651241516904,44.0651627316904,NaN]",350,-93.53903023,44.06516433,-93.53899165,44.06512575
335,"[-93.5390390397029,44.0650855716904;-93.5390004597029,44.0651241516904]","[-93.5390390397029,-93.5390004597029,-93.5390004597029,-93.5390390397029,-93.5390390397029,NaN]","[44.0651241516904,44.0651241516904,44.0650855716904,44.0650855716904,44.0651241516904,NaN]",351,-93.53903023,44.06512575,-93.53899165,44.06508717
336,"[-93.5390390397029,44.0650469916904;-93.5390004597029,44.0650855716904]","[-93.5390390397029,-93.5390004597029,-93.5390004597029,-93.5390390397029,-93.5390390397029,NaN]","[44.0650855716904,44.0650855716904,44.0650469916904,44.0650469916904,44.0650855716904,NaN]",352,-93.53903023,44.06508717,-93.53899165,44.06504859
337,"[-93.5390390397029,44.0650084116904;-93.5390004597029,44.0650469916904]","[-93.5390390397029,-93.5390004597029,-93.5390004597029,-93.5390390397029,-93.5390390397029,NaN]","[44.0650469916904,44.0650469916904,44.0650084116904,44.0650084116904,44.0650469916904,NaN]",353,-93.53903023,44.06504859,-93.53899165,44.06501001
338,"[-93.5390390397029,44.0649698316904;-93.5390004597029,44.0650084116904]","[-93.5390390397029,-93.5390004597029,-93.5390004597029,-93.5390390397029,-93.5390390397029,NaN]","[44.0650084116904,44.0650084116904,44.0649698316904,44.0649698316904,44.0650084116904,NaN]",354,-93.53903023,44.06501001,-93.53899165,44.06497143
339,"[-93.5390390397029,44.0649312516904;-93.5390004597029,44.0649698316904]","[-93.5390390397029,-93.5390004597029,-93.5390004597029,-93.5390390397029,-93.5390390397029,NaN]","[44.0649698316904,44.0649698316904,44.0649312516904,44.0649312516904,44.0649698316904,NaN]",355,-93.53903023,44.06497143,-93.53899165,44.06493285
340,"[-93.5390390397029,44.0648926716904;-93.5390004597029,44.0649312516904]","[-93.5390390397029,-93.5390004597029,-93.5390004597029,-93.5390390397029,-93.5390390397029,NaN]","[44.0649312516904,44.0649312516904,44.0648926716904,44.0648926716904,44.0649312516904,NaN]",356,-93.53903023,44.06493285,-93.53899165,44.06489427
